"Date of data","Commodity code","Commodity","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"201603","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","37","Number of item","0","?","234,281,592",
"201603","84862041","Dry plasma etching for the manufacture of semiconductor or IC","89","Number of item","0","?","97,107,957",
"201603","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","22","Number of item","0","?","8,086,312",
"201603","84862050","Ion implanters","26","Number of item","0","?","59,717,074",
"201603","84862090","Other apparatus for the manufacture of semiconductor devices","242","Number of item","0","?","69,148,699",
"201604","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","65","Number of item","0","?","76,442,941",
"201604","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","97","Number of item","0","?","211,523,167",
"201604","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","21","Number of item","0","?","42,412,276",
"201604","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","8","Number of item","0","?","7,520,720",
"201604","84862031","Step and repeat alignersw","7","Number of item","0","?","13,588,399",
"201604","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","38","Number of item","0","?","101,237,435",
"201604","84862041","Dry plasma etching for the manufacture of semiconductor or IC","79","Number of item","0","?","220,270,525",
"201604","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","33","Number of item","0","?","38,655,609",
"201604","84862050","Ion implanters","14","Number of item","0","?","49,858,369",
"201604","84862090","Other apparatus for the manufacture of semiconductor devices","543","Number of item","0","?","114,810,119",
"201605","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","69","Number of item","0","?","36,421,100",
"201605","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","72","Number of item","0","?","87,700,759",
"201605","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","22","Number of item","0","?","17,077,288",
"201605","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","9","Number of item","0","?","5,635,152",
"201605","84862031","Step and repeat alignersw","47","Number of item","0","?","8,006,730",
"201605","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","36","Number of item","0","?","165,364,182",
"201605","84862041","Dry plasma etching for the manufacture of semiconductor or IC","62","Number of item","0","?","89,523,229",
"201605","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","35","Number of item","0","?","37,984,910",
"201605","84862050","Ion implanters","16","Number of item","0","?","29,259,324",
"201605","84862090","Other apparatus for the manufacture of semiconductor devices","270","Number of item","0","?","142,843,023",
"201606","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","125","Number of item","0","?","51,451,150",
"201606","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","74","Number of item","0","?","103,559,601",
"201606","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","44","Number of item","0","?","44,912,404",
"201606","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","12","Number of item","0","?","3,012,171",
"201606","84862031","Step and repeat alignersw","34","Number of item","0","?","15,721,040",
"201606","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","30","Number of item","0","?","65,045,081",
"201606","84862041","Dry plasma etching for the manufacture of semiconductor or IC","87","Number of item","0","?","41,385,391",
"201606","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","56","Number of item","0","?","28,415,533",
"201606","84862050","Ion implanters","16","Number of item","0","?","7,229,108",
"201606","84862090","Other apparatus for the manufacture of semiconductor devices","410","Number of item","0","?","66,106,686",
"201607","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","66","Number of item","0","?","29,856,994",
"201607","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","79","Number of item","0","?","84,990,297",
"201607","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","17","Number of item","0","?","20,044,013",
"201607","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","13","Number of item","0","?","6,525,090",
"201607","84862031","Step and repeat alignersw","23","Number of item","0","?","93,349,048",
"201607","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","38","Number of item","0","?","43,025,434",
"201607","84862041","Dry plasma etching for the manufacture of semiconductor or IC","77","Number of item","0","?","41,971,198",
"201607","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","40","Number of item","0","?","21,384,647",
"201607","84862050","Ion implanters","11","Number of item","0","?","20,720,788",
"201607","84862090","Other apparatus for the manufacture of semiconductor devices","376","Number of item","0","?","63,749,449",
"201608","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","79","Number of item","0","?","38,454,148",
"201608","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","46","Number of item","0","?","76,660,862",
"201608","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","31","Number of item","0","?","23,125,204",
"201608","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","17","Number of item","0","?","4,151,082",
"201608","84862031","Step and repeat alignersw","21","Number of item","0","?","16,812,958",
"201608","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","37","Number of item","0","?","33,139,208",
"201608","84862041","Dry plasma etching for the manufacture of semiconductor or IC","83","Number of item","0","?","105,339,022",
"201608","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","36","Number of item","0","?","22,125,693",
"201608","84862050","Ion implanters","19","Number of item","0","?","45,889,168",
"201608","84862090","Other apparatus for the manufacture of semiconductor devices","400","Number of item","0","?","101,015,205",
"201609","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","71","Number of item","0","?","27,176,638",
"201609","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","59","Number of item","0","?","58,760,788",
"201609","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","19","Number of item","0","?","14,689,544",
"201609","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","23","Number of item","0","?","8,146,269",
"201609","84862031","Step and repeat alignersw","24","Number of item","0","?","4,110,685",
"201609","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","32","Number of item","0","?","24,694,188",
"201609","84862041","Dry plasma etching for the manufacture of semiconductor or IC","36","Number of item","0","?","17,863,975",
"201609","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","59","Number of item","0","?","15,408,417",
"201609","84862050","Ion implanters","3","Number of item","0","?","13,788,101",
"201609","84862090","Other apparatus for the manufacture of semiconductor devices","293","Number of item","0","?","58,108,070",
"201610","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","42","Number of item","0","?","32,231,288",
"201610","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","23","Number of item","0","?","38,788,928",
"201610","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","23","Number of item","0","?","12,145,093",
"201610","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","11","Number of item","0","?","11,732,250",
"201610","84862031","Step and repeat alignersw","8","Number of item","0","?","18,537,317",
"201610","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","10","Number of item","0","?","6,954,456",
"201610","84862041","Dry plasma etching for the manufacture of semiconductor or IC","26","Number of item","0","?","19,277,744",
"201610","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","25","Number of item","0","?","12,655,511",
"201610","84862050","Ion implanters","6","Number of item","0","?","16,239,677",
"201610","84862090","Other apparatus for the manufacture of semiconductor devices","180","Number of item","0","?","37,141,945",
"201611","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","54","Number of item","0","?","23,817,107",
"201611","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","44","Number of item","0","?","51,158,824",
"201611","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","39","Number of item","0","?","24,911,537",
"201611","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","8","Number of item","0","?","1,898,234",
"201611","84862031","Step and repeat alignersw","22","Number of item","0","?","13,833,967",
"201611","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","22","Number of item","0","?","25,001,587",
"201611","84862041","Dry plasma etching for the manufacture of semiconductor or IC","49","Number of item","0","?","41,681,626",
"201611","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","22","Number of item","0","?","19,287,889",
"201611","84862050","Ion implanters","13","Number of item","0","?","30,481,435",
"201611","84862090","Other apparatus for the manufacture of semiconductor devices","286","Number of item","0","?","31,414,082",
"201612","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","66","Number of item","0","?","24,775,745",
"201612","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","56","Number of item","0","?","103,346,147",
"201612","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","49","Number of item","0","?","24,972,464",
"201612","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","12","Number of item","0","?","12,349,406",
"201612","84862031","Step and repeat alignersw","43","Number of item","0","?","18,575,806",
"201612","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","45","Number of item","0","?","55,052,214",
"201612","84862041","Dry plasma etching for the manufacture of semiconductor or IC","55","Number of item","0","?","31,563,610",
"201612","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","55","Number of item","0","?","26,111,860",
"201612","84862050","Ion implanters","16","Number of item","0","?","24,313,455",
"201612","84862090","Other apparatus for the manufacture of semiconductor devices","483","Number of item","0","?","54,594,263",
