"Date of data","Commodity code","Commodity","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"201703","84862090","Other apparatus for the manufacture of semiconductor devices","374","Number of item","0","-","83,169,597",
"201704","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","60","Number of item","0","-","36,369,117",
"201704","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","78","Number of item","0","-","114,306,289",
"201704","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","34","Number of item","0","-","40,724,495",
"201704","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","23","Number of item","0","-","6,606,643",
"201704","84862031","Step and repeat alignersw","26","Number of item","0","-","28,882,470",
"201704","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","44","Number of item","0","-","68,411,531",
"201704","84862041","Dry plasma etching for the manufacture of semiconductor or IC","72","Number of item","0","-","95,654,064",
"201704","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","49","Number of item","0","-","28,843,425",
"201704","84862050","Ion implanters","25","Number of item","0","-","65,749,442",
"201704","84862090","Other apparatus for the manufacture of semiconductor devices","376","Number of item","0","-","120,747,606",
"201705","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","94","Number of item","0","-","70,751,956",
"201705","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","77","Number of item","0","-","119,693,370",
"201705","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","37","Number of item","0","-","33,805,611",
"201705","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","22","Number of item","0","-","14,733,055",
"201705","84862031","Step and repeat alignersw","22","Number of item","0","-","7,067,566",
"201705","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","24","Number of item","0","-","55,008,619",
"201705","84862041","Dry plasma etching for the manufacture of semiconductor or IC","87","Number of item","0","-","157,810,069",
"201705","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","35","Number of item","0","-","25,560,778",
"201705","84862050","Ion implanters","6","Number of item","0","-","14,997,640",
"201705","84862090","Other apparatus for the manufacture of semiconductor devices","385","Number of item","0","-","103,386,691",
"201706","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","77","Number of item","0","-","64,456,596",
"201706","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","58","Number of item","0","-","95,695,541",
"201706","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","55","Number of item","0","-","74,787,710",
"201706","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","14","Number of item","0","-","13,819,264",
"201706","84862031","Step and repeat alignersw","12","Number of item","0","-","13,443,563",
"201706","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","29","Number of item","0","-","118,226,199",
"201706","84862041","Dry plasma etching for the manufacture of semiconductor or IC","49","Number of item","0","-","41,012,632",
"201706","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","32","Number of item","0","-","24,308,328",
"201706","84862050","Ion implanters","5","Number of item","0","-","12,637,582",
"201706","84862090","Other apparatus for the manufacture of semiconductor devices","484","Number of item","0","-","82,356,949",
"201707","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","78","Number of item","0","-","59,826,908",
"201707","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","84","Number of item","0","-","123,796,868",
"201707","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","77","Number of item","0","-","34,643,914",
"201707","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","18","Number of item","0","-","8,551,628",
"201707","84862031","Step and repeat alignersw","26","Number of item","0","-","20,946,881",
"201707","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","34","Number of item","0","-","13,596,016",
"201707","84862041","Dry plasma etching for the manufacture of semiconductor or IC","59","Number of item","0","-","86,395,817",
"201707","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","42","Number of item","0","-","47,599,012",
"201707","84862050","Ion implanters","15","Number of item","0","-","20,196,454",
"201707","84862090","Other apparatus for the manufacture of semiconductor devices","352","Number of item","0","-","78,180,962",
"201708","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","90","Number of item","0","-","83,195,469",
"201708","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","66","Number of item","0","-","123,733,827",
"201708","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","30","Number of item","0","-","25,926,480",
"201708","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","12","Number of item","0","-","2,134,494",
"201708","84862031","Step and repeat alignersw","16","Number of item","0","-","5,737,747",
"201708","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","28","Number of item","0","-","18,400,528",
"201708","84862041","Dry plasma etching for the manufacture of semiconductor or IC","54","Number of item","0","-","59,587,189",
"201708","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","62","Number of item","0","-","61,499,033",
"201708","84862050","Ion implanters","10","Number of item","0","-","10,784,889",
"201708","84862090","Other apparatus for the manufacture of semiconductor devices","419","Number of item","0","-","79,679,004",
"201709","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","98","Number of item","0","-","46,605,087",
"201709","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","65","Number of item","0","-","118,624,109",
"201709","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","39","Number of item","0","-","24,253,094",
"201709","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","15","Number of item","0","-","4,006,876",
"201709","84862031","Step and repeat alignersw","17","Number of item","0","-","20,122,099",
"201709","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","27","Number of item","0","-","206,832,391",
"201709","84862041","Dry plasma etching for the manufacture of semiconductor or IC","54","Number of item","0","-","62,944,632",
"201709","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","65","Number of item","0","-","38,701,843",
"201709","84862050","Ion implanters","9","Number of item","0","-","22,472,356",
"201709","84862090","Other apparatus for the manufacture of semiconductor devices","349","Number of item","0","-","81,034,251",
"201710","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","90","Number of item","0","-","42,563,665",
"201710","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","61","Number of item","0","-","88,143,230",
"201710","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","36","Number of item","0","-","59,278,379",
"201710","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","10","Number of item","0","-","14,080,622",
"201710","84862031","Step and repeat alignersw","14","Number of item","0","-","37,269,410",
"201710","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","28","Number of item","0","-","40,571,724",
"201710","84862041","Dry plasma etching for the manufacture of semiconductor or IC","76","Number of item","0","-","80,410,131",
"201710","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","47","Number of item","0","-","31,942,357",
"201710","84862050","Ion implanters","16","Number of item","0","-","24,686,974",
"201710","84862090","Other apparatus for the manufacture of semiconductor devices","248","Number of item","0","-","48,170,772",
"201711","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","70","Number of item","0","-","35,068,228",
"201711","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","83","Number of item","0","-","102,697,686",
"201711","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","60","Number of item","0","-","78,449,615",
"201711","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","11","Number of item","0","-","5,217,894",
"201711","84862031","Step and repeat alignersw","63","Number of item","0","-","101,041,536",
"201711","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","32","Number of item","0","-","10,444,983",
"201711","84862041","Dry plasma etching for the manufacture of semiconductor or IC","69","Number of item","0","-","75,943,793",
"201711","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","36","Number of item","0","-","18,686,893",
"201711","84862050","Ion implanters","12","Number of item","0","-","15,288,578",
"201711","84862090","Other apparatus for the manufacture of semiconductor devices","453","Number of item","0","-","93,240,651",
"201712","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","97","Number of item","0","-","63,626,254",
"201712","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","85","Number of item","0","-","133,980,192",
"201712","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","34","Number of item","0","-","49,785,445",
"201712","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","16","Number of item","0","-","3,988,850",
"201712","84862031","Step and repeat alignersw","12","Number of item","0","-","6,773,980",
"201712","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","35","Number of item","0","-","59,313,782",
"201712","84862041","Dry plasma etching for the manufacture of semiconductor or IC","77","Number of item","0","-","95,312,083",
"201712","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","75","Number of item","0","-","42,608,611",
"201712","84862050","Ion implanters","3","Number of item","0","-","2,308,627",
"201712","84862090","Other apparatus for the manufacture of semiconductor devices","448","Number of item","0","-","82,804,719",
