"Date of data","Commodity code","Commodity","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"201808","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","129","Number of item","0","Kilogram","237,934,185",
"201808","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","64","Number of item","0","Kilogram","84,313,914",
"201808","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","16","Number of item","0","Kilogram","13,400,097",
"201808","84862031","Step and repeat alignersw","23","Number of item","0","Kilogram","11,337,707",
"201808","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","53","Number of item","0","Kilogram","219,469,549",
"201808","84862041","Dry plasma etching for the manufacture of semiconductor or IC","84","Number of item","0","Kilogram","213,846,240",
"201808","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","43","Number of item","0","Kilogram","74,306,694",
"201808","84862050","Ion implanters","19","Number of item","0","Kilogram","41,033,423",
"201808","84862090","Other apparatus for the manufacture of semiconductor devices","755","Number of item","0","Kilogram","138,677,170",
"201809","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","78","Number of item","0","Kilogram","65,658,559",
"201809","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","76","Number of item","0","Kilogram","168,467,908",
"201809","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","47","Number of item","0","Kilogram","88,998,672",
"201809","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","27","Number of item","0","Kilogram","7,576,620",
"201809","84862031","Step and repeat alignersw","21","Number of item","0","Kilogram","173,168,892",
"201809","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","34","Number of item","0","Kilogram","160,568,131",
"201809","84862041","Dry plasma etching for the manufacture of semiconductor or IC","93","Number of item","0","Kilogram","111,370,029",
"201809","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","60","Number of item","0","Kilogram","65,739,418",
"201809","84862050","Ion implanters","22","Number of item","0","Kilogram","42,867,819",
"201809","84862090","Other apparatus for the manufacture of semiconductor devices","484","Number of item","0","Kilogram","99,886,631",
"201810","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","55","Number of item","0","Kilogram","25,900,440",
"201810","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","52","Number of item","0","Kilogram","96,091,365",
"201810","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","58","Number of item","0","Kilogram","80,877,122",
"201810","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","6","Number of item","0","Kilogram","6,157,613",
"201810","84862031","Step and repeat alignersw","34","Number of item","0","Kilogram","5,335,351",
"201810","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","26","Number of item","0","Kilogram","51,309,827",
"201810","84862041","Dry plasma etching for the manufacture of semiconductor or IC","63","Number of item","0","Kilogram","95,804,762",
"201810","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","27","Number of item","0","Kilogram","23,192,593",
"201810","84862050","Ion implanters","18","Number of item","0","Kilogram","44,239,207",
"201810","84862090","Other apparatus for the manufacture of semiconductor devices","599","Number of item","0","Kilogram","72,910,255",
"201811","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","59","Number of item","0","Kilogram","26,588,155",
"201811","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","79","Number of item","0","Kilogram","97,101,507",
"201811","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","52","Number of item","0","Kilogram","22,238,236",
"201811","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","4","Number of item","0","Kilogram","6,768,399",
"201811","84862031","Step and repeat alignersw","17","Number of item","0","Kilogram","2,215,816",
"201811","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","26","Number of item","0","Kilogram","33,626,701",
"201811","84862041","Dry plasma etching for the manufacture of semiconductor or IC","73","Number of item","0","Kilogram","70,977,843",
"201811","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","33","Number of item","0","Kilogram","19,354,212",
"201811","84862050","Ion implanters","8","Number of item","0","Kilogram","22,782,138",
"201811","84862090","Other apparatus for the manufacture of semiconductor devices","525","Number of item","0","Kilogram","95,043,418",
"201812","84862010","Oxidation,diffusion,annealing and other heat treatment equipment for the manufacture of semiconductor or IC","53","Number of item","0","Kilogram","30,541,085",
"201812","84862021","Chemical Vapour Deposition(CVD) equipment for the manufacture of semiconductor or IC","91","Number of item","0","Kilogram","156,946,572",
"201812","84862022","Physical Vapour Deposition(PVD) equipment for the manufacture of semiconductor or IC","88","Number of item","0","Kilogram","64,518,656",
"201812","84862029","Other film deposition equipment for the manufacture of semiconductor or IC","9","Number of item","0","Kilogram","7,055,807",
"201812","84862031","Step and repeat alignersw","20","Number of item","0","Kilogram","425,681,129",
"201812","84862039","Other apparatus used for projected circuit onto semiconductor materials for the manufacture of semiconductor or IC","52","Number of item","0","Kilogram","116,807,292",
"201812","84862041","Dry plasma etching for the manufacture of semiconductor or IC","88","Number of item","0","Kilogram","141,100,014",
"201812","84862049","Other etching and stripping equipment for the manufacture of semiconductor or IC","48","Number of item","0","Kilogram","33,637,197",
"201812","84862050","Ion implanters","18","Number of item","0","Kilogram","22,157,794",
"201812","84862090","Other apparatus for the manufacture of semiconductor devices","447","Number of item","0","Kilogram","139,640,288",
