2028,3135.245
2027,3753.992
2026,4150.04
2025,4392.227
2024,4604.085
2023,4757.083
2022,4818.558
2021,4705.841
2020,4447.034
2019,4052.114
2018,3320.887
2017,2560.621
2016,1807.711
2015,1037.676
2014,468.882
2013,187.265
2012,71.099
2011,9.252
