2028,60.286
2027,71.384
2026,82.162
2025,215.187
2024,444.072
2023,600.692
2022,798.186
2021,1035.789
2020,1237.535
2019,1427.243
2018,1588.503
2017,1737.411
2016,1709.369
2015,1633.939
2014,1242.858
2013,983.716
2012,719.859
2011,432.119
