2025,0.492
2024,1.622
2023,2.177
2022,2.898
2021,3.465
2020,3.848
2019,5.593
2018,18.745
2017,19.671
2016,47.903
2015,163.216
2014,199.363
2013,215.727
2012,186.898
2011,109.749
